ConstId,ConstName,PartyCode,CandiCode,CandiName,Votes,Abbr,CandiStatus,ValidVotes,CandiAllId,CandiMapPCode,StateCode,StateName,AllianceName,Rank
3002,SAHARANPUR NAGAR,351,7,Asad Uddin Ahmed,501,IND,LOST,122694,0,351,AS,Uttar Pradesh,OTH,10
3002,SAHARANPUR NAGAR,353,9,Nitai Dey,495,IND,LOST,122694,0,353,AS,Uttar Pradesh,OTH,11
3002,SAHARANPUR NAGAR,354,10,Nihar Ranjan Deb Nath,419,IND,LOST,122694,0,354,AS,Uttar Pradesh,OTH,12
3003,SAHARANPUR,34,1,Kamalakhya Dey Purkayastha,45289,INC,WON,130781,1,34,AS,Uttar Pradesh,CONG,1
3003,SAHARANPUR,19,2,Mission Ranjan Das,44821,BJP,LOST,130781,3,19,AS,Uttar Pradesh,BJP+,2
3003,SAHARANPUR,10,3,Sahabul Islam Choudhury,34207,AIUDF,LOST,130781,2,10,AS,Uttar Pradesh,AUDF,3
3003,SAHARANPUR,357,12,Nazrul Islam Choudhury,1704,IND,LOST,130781,0,357,AS,Uttar Pradesh,OTH,4
3003,SAHARANPUR,352,7,Abdul Ahad Choudhury,1052,IND,LOST,130781,0,352,AS,Uttar Pradesh,OTH,5
3003,SAHARANPUR,358,13,Moin Uddin,708,IND,LOST,130781,0,358,AS,Uttar Pradesh,OTH,6
3003,SAHARANPUR,999,16,Nota,674,NOTA,LOST,130781,0,999,AS,Uttar Pradesh,OTH,7
3003,SAHARANPUR,77,4,Arunangshu Bhattacharjee,468,SUCI(C),LOST,130781,0,77,AS,Uttar Pradesh,OTH,8
3003,SAHARANPUR,359,14,Muhammad Muhsin Alam,420,IND,LOST,130781,0,359,AS,Uttar Pradesh,OTH,9
3003,SAHARANPUR,360,15,Sibir Ahmed,265,IND,LOST,130781,0,360,AS,Uttar Pradesh,OTH,10
3003,SAHARANPUR,18,5,Bikash Kanti Roy,253,BGANP,LOST,130781,0,18,AS,Uttar Pradesh,OTH,11
3003,SAHARANPUR,356,11,Deepan Nath,241,IND,LOST,130781,0,356,AS,Uttar Pradesh,OTH,12
3003,SAHARANPUR,354,9,Kaysar Ahmed Choudhury,237,IND,LOST,130781,0,354,AS,Uttar Pradesh,OTH,13
3003,SAHARANPUR,353,8,Amjad Hussain,161,IND,LOST,130781,0,353,AS,Uttar Pradesh,OTH,14
3003,SAHARANPUR,355,10,Taj Uddin Choudhury,144,IND,LOST,130781,0,355,AS,Uttar Pradesh,OTH,15
3003,SAHARANPUR,351,6,Arun Kumar Das,137,IND,LOST,130781,0,351,AS,Uttar Pradesh,OTH,16
3004,DEOBAND,10,1,Aziz Ahmed Khan,58060,AIUDF,WON,128442,2,10,AS,Uttar Pradesh,AUDF,1
3004,DEOBAND,34,2,Siddeque Ahmed,53644,INC,LOST,128442,1,34,AS,Uttar Pradesh,CONG,2
3004,DEOBAND,19,3,Sipra Goon,11861,BJP,LOST,128442,3,19,AS,Uttar Pradesh,BJP+,3
3004,DEOBAND,363,16,Monarul Haque,815,IND,LOST,128442,0,363,AS,Uttar Pradesh,OTH,4
3004,DEOBAND,364,17,Mosud Ahmed,592,IND,LOST,128442,0,364,AS,Uttar Pradesh,OTH,5
3004,DEOBAND,351,4,Azir Uddin,391,IND,LOST,128442,0,351,AS,Uttar Pradesh,OTH,6
3004,DEOBAND,362,15,Moin Uddin,366,IND,LOST,128442,0,362,AS,Uttar Pradesh,OTH,7
3004,DEOBAND,365,18,Maynul Haque,265,IND,LOST,128442,0,365,AS,Uttar Pradesh,OTH,8
3004,DEOBAND,371,24,Sufian Ahmed,264,IND,LOST,128442,0,371,AS,Uttar Pradesh,OTH,9
3004,DEOBAND,361,14,Bilal Uddin,242,IND,LOST,128442,0,361,AS,Uttar Pradesh,OTH,10
3004,DEOBAND,359,12,Taj Md Kamal Uddin Khan,212,IND,LOST,128442,0,359,AS,Uttar Pradesh,OTH,11
3004,DEOBAND,358,11,Jamal Ahmed,199,IND,LOST,128442,0,358,AS,Uttar Pradesh,OTH,12
3004,DEOBAND,999,26,Nota,173,NOTA,LOST,128442,0,999,AS,Uttar Pradesh,OTH,13
3004,DEOBAND,353,6,Abdul Hamid,159,IND,LOST,128442,0,353,AS,Uttar Pradesh,OTH,14
3004,DEOBAND,354,7,Ahmed Ali,157,IND,LOST,128442,0,354,AS,Uttar Pradesh,OTH,15
3004,DEOBAND,352,5,Abu Barkat Nizam Uddin Ahmed,150,IND,LOST,128442,0,352,AS,Uttar Pradesh,OTH,16
3004,DEOBAND,366,19,Muktar Hussain,122,IND,LOST,128442,0,366,AS,Uttar Pradesh,OTH,17
3004,DEOBAND,357,10,Sad Uddin,106,IND,LOST,128442,0,357,AS,Uttar Pradesh,OTH,18
3004,DEOBAND,370,23,Sahajan Ahmed,105,IND,LOST,128442,0,370,AS,Uttar Pradesh,OTH,19
3004,DEOBAND,356,9,Quamrul Islam,98,IND,LOST,128442,0,356,AS,Uttar Pradesh,OTH,20
3004,DEOBAND,369,22,Sarif Uddin,97,IND,LOST,128442,0,369,AS,Uttar Pradesh,OTH,21
3004,DEOBAND,360,13,Faizul Haque,95,IND,LOST,128442,0,360,AS,Uttar Pradesh,OTH,22
3004,DEOBAND,355,8,Kabir Uddin,90,IND,LOST,128442,0,355,AS,Uttar Pradesh,OTH,23
3004,DEOBAND,372,25,Salim Uddin,80,IND,LOST,128442,0,372,AS,Uttar Pradesh,OTH,24
3004,DEOBAND,368,21,Sabir Ahmed,56,IND,LOST,128442,0,368,AS,Uttar Pradesh,OTH,25
3004,DEOBAND,367,20,Rajib Das,43,IND,LOST,128442,0,367,AS,Uttar Pradesh,OTH,26
3005,RAMPUR MANIHARAN,34,2,Jamal Uddin Ahmed,38266,INC,WON,112519,1,34,AS,Uttar Pradesh,CONG,1
3005,RAMPUR MANIHARAN,10,1,Abdul Aziz,36178,AIUDF,LOST,112519,2,10,AS,Uttar Pradesh,AUDF,2
3005,RAMPUR MANIHARAN,19,3,Dipek Deb,35694,BJP,LOST,112519,3,19,AS,Uttar Pradesh,BJP+,3
3005,RAMPUR MANIHARAN,999,13,Nota,596,NOTA,LOST,112519,0,999,AS,Uttar Pradesh,OTH,4
3005,RAMPUR MANIHARAN,357,11,Sazidul Hoque,418,IND,LOST,112519,0,357,AS,Uttar Pradesh,OTH,5
3005,RAMPUR MANIHARAN,73,4,Kamrul Islam,303,SP,LOST,112519,0,73,AS,Uttar Pradesh,OTH,6
3005,RAMPUR MANIHARAN,358,12,Subodh Suklabaidya,295,IND,LOST,112519,0,358,AS,Uttar Pradesh,OTH,7
3005,RAMPUR MANIHARAN,351,5,Oliour Rahaman Tapadar,168,IND,LOST,112519,0,351,AS,Uttar Pradesh,OTH,8
3005,RAMPUR MANIHARAN,356,10,Solmon Shaikh,147,IND,LOST,112519,0,356,AS,Uttar Pradesh,OTH,9
3005,RAMPUR MANIHARAN,352,6,Abdus Sukkur Beig,142,IND,LOST,112519,0,352,AS,Uttar Pradesh,OTH,10
3005,RAMPUR MANIHARAN,354,8,Khasruzzaman Talukdar,132,IND,LOST,112519,0,354,AS,Uttar Pradesh,OTH,11
3005,RAMPUR MANIHARAN,353,7,Anam Uddin,101,IND,LOST,112519,0,353,AS,Uttar Pradesh,OTH,12
3005,RAMPUR MANIHARAN,355,9,Binoy Namasudra,79,IND,LOST,112519,0,355,AS,Uttar Pradesh,OTH,13
3006,NAKUR,10,3,Anwar Hussain Laskar,41647,AIUDF,WON,112993,2,10,AS,Uttar Pradesh,AUDF,1
3006,NAKUR,19,4,Soumyajit Dutta Choudhury,39039,BJP,LOST,112993,3,19,AS,Uttar Pradesh,BJP+,2
3006,NAKUR,357,13,Zakir Hussain Laskar,15633,IND,LOST,112993,0,357,AS,Uttar Pradesh,OTH,3
3006,NAKUR,34,2,Anam Uddin Laskar,9287,INC,LOST,112993,1,34,AS,Uttar Pradesh,CONG,4
3006,NAKUR,367,23,Haji Salim Uddin Barbhuiya,1119,IND,LOST,112993,0,367,AS,Uttar Pradesh,OTH,5
3006,NAKUR,360,16,Premraj Goala,1104,IND,LOST,112993,0,360,AS,Uttar Pradesh,OTH,6
3006,NAKUR,73,5,Samir Uddin Laskar,602,SP,LOST,112993,0,73,AS,Uttar Pradesh,OTH,7
3006,NAKUR,361,17,Fakrul Alam Mazarbhuiya,579,IND,LOST,112993,0,361,AS,Uttar Pradesh,OTH,8
3006,NAKUR,356,12,Ali Hussain Mira,430,IND,LOST,112993,0,356,AS,Uttar Pradesh,OTH,9
3006,NAKUR,358,14,Niren Das,376,IND,LOST,112993,0,358,AS,Uttar Pradesh,OTH,10
3006,NAKUR,56,1,Ajit Kumar Paul,372,NCP,LOST,112993,0,56,AS,Uttar Pradesh,OTH,11
3006,NAKUR,364,20,Lutfur Rahman Laskar,366,IND,LOST,112993,0,364,AS,Uttar Pradesh,OTH,12
3006,NAKUR,354,10,Amit Kumar Deb,363,IND,LOST,112993,0,354,AS,Uttar Pradesh,OTH,13
3006,NAKUR,999,24,Nota,281,NOTA,LOST,112993,0,999,AS,Uttar Pradesh,OTH,14
3006,NAKUR,363,19,Mituzzaman Laskar,244,IND,LOST,112993,0,363,AS,Uttar Pradesh,OTH,15
3006,NAKUR,359,15,Parbej Khasru Laskar,228,IND,LOST,112993,0,359,AS,Uttar Pradesh,OTH,16
3006,NAKUR,353,9,Amar Chand Bhowmik,211,IND,LOST,112993,0,353,AS,Uttar Pradesh,OTH,17
3006,NAKUR,362,18,Burhan Uddin Barbhuiya,199,IND,LOST,112993,0,362,AS,Uttar Pradesh,OTH,18
3006,NAKUR,366,22,Saharuzzaman Laskar,180,IND,LOST,112993,0,366,AS,Uttar Pradesh,OTH,19
3006,NAKUR,355,11,Abul Hussain Barbhuiya,176,IND,LOST,112993,0,355,AS,Uttar Pradesh,OTH,20
3006,NAKUR,77,6,Sushil Paul,163,SUCI(C),LOST,112993,0,77,AS,Uttar Pradesh,OTH,21
3006,NAKUR,352,8,Adhir Chanda,158,IND,LOST,112993,0,352,AS,Uttar Pradesh,OTH,22
3006,NAKUR,351,7,Ajay Kumar Roy,122,IND,LOST,112993,0,351,AS,Uttar Pradesh,OTH,23
3006,NAKUR,365,21,Sankar Chakrobarty,114,IND,LOST,112993,0,365,AS,Uttar Pradesh,OTH,24
3007,GANGOH,10,4,Suzam Uddin Laskar,50676,AIUDF,WON,124831,2,10,AS,Uttar Pradesh,AUDF,1
3007,GANGOH,34,1,Gautam Roy,35592,INC,LOST,124831,1,34,AS,Uttar Pradesh,CONG,2
3007,GANGOH,19,3,Raj Kumar Das,32164,BJP,LOST,124831,3,19,AS,Uttar Pradesh,BJP+,3
3007,GANGOH,999,14,Nota,931,NOTA,LOST,124831,0,999,AS,Uttar Pradesh,OTH,4
3007,GANGOH,56,2,Mulneilal Hrangkhol,898,NCP,LOST,124831,0,56,AS,Uttar Pradesh,OTH,5
3007,GANGOH,358,13,Suzam Uddin Laskar,782,IND,LOST,124831,0,358,AS,Uttar Pradesh,OTH,6
3007,GANGOH,73,5,Anil Nath,755,SP,LOST,124831,0,73,AS,Uttar Pradesh,OTH,7
3007,GANGOH,355,10,Bhaskar Deb,661,IND,LOST,124831,0,355,AS,Uttar Pradesh,OTH,8
3007,GANGOH,353,8,Bachchu Paul,567,IND,LOST,124831,0,353,AS,Uttar Pradesh,OTH,9
3007,GANGOH,356,11,Minnotulla Choudhury,429,IND,LOST,124831,0,356,AS,Uttar Pradesh,OTH,10
3007,GANGOH,357,12,Mohan Deb,383,IND,LOST,124831,0,357,AS,Uttar Pradesh,OTH,11
3007,GANGOH,351,6,Ashik Ahmed Laskar,364,IND,LOST,124831,0,351,AS,Uttar Pradesh,OTH,12
3007,GANGOH,354,9,Bappa Purkayastha,329,IND,LOST,124831,0,354,AS,Uttar Pradesh,OTH,13
3007,GANGOH,352,7,Norokanto Das,300,IND,LOST,124831,0,352,AS,Uttar Pradesh,OTH,14
3008,KAIRANA,10,2,Nizam Uddin Choudhury,50531,AIUDF,WON,119393,2,10,AS,Uttar Pradesh,AUDF,1
3008,KAIRANA,19,1,Kaushik Rai,32777,BJP,LOST,119393,3,19,AS,Uttar Pradesh,BJP+,2
3008,KAIRANA,34,4,Rahul Roy,25927,INC,LOST,119393,1,34,AS,Uttar Pradesh,CONG,3
3008,KAIRANA,13,3,Mehnaz Sahid Choudhury,5822,AGP,LOST,119393,3,13,AS,Uttar Pradesh,BJP+,4
3008,KAIRANA,999,15,Nota,768,NOTA,LOST,119393,0,999,AS,Uttar Pradesh,OTH,5
3008,KAIRANA,73,5,Sahidul Islam Laskar,585,SP,LOST,119393,0,73,AS,Uttar Pradesh,OTH,6
3008,KAIRANA,352,7,Ahmed Hussain Laskar,509,IND,LOST,119393,0,352,AS,Uttar Pradesh,OTH,7
3008,KAIRANA,357,12,Raju Das,475,IND,LOST,119393,0,357,AS,Uttar Pradesh,OTH,8
3008,KAIRANA,358,13,Rupu Deb,475,IND,LOST,119393,0,358,AS,Uttar Pradesh,OTH,8
3008,KAIRANA,359,14,Samin Ahmed Choudhury,461,IND,LOST,119393,0,359,AS,Uttar Pradesh,OTH,10
3008,KAIRANA,351,6,Ahmed Karim Barbhuiya,260,IND,LOST,119393,0,351,AS,Uttar Pradesh,OTH,11
3008,KAIRANA,353,8,Imadul Islam Laskar,229,IND,LOST,119393,0,353,AS,Uttar Pradesh,OTH,12
3008,KAIRANA,356,11,Binayak Deb,222,IND,LOST,119393,0,356,AS,Uttar Pradesh,OTH,13
3008,KAIRANA,354,9,Kazi Muzakkir Hussain,179,IND,LOST,119393,0,354,AS,Uttar Pradesh,OTH,14
3008,KAIRANA,355,10,Saleh Ahmed Mazumder,173,IND,LOST,119393,0,355,AS,Uttar Pradesh,OTH,15
3009,THANA BHAWAN,19,1,Sri Dilip Kumar Paul,94787,BJP,WON,156594,3,19,AS,Uttar Pradesh,BJP+,1
3009,THANA BHAWAN,34,2,Bithika Dev,54867,INC,LOST,156594,1,34,AS,Uttar Pradesh,CONG,2
3009,THANA BHAWAN,23,3,Supriya Bhattacharjee,1961,CPI(M),LOST,156594,0,23,AS,Uttar Pradesh,OTH,3
3009,THANA BHAWAN,999,16,Nota,1143,NOTA,LOST,156594,0,999,AS,Uttar Pradesh,OTH,4
3009,THANA BHAWAN,359,15,Shuvadip Datta,657,IND,LOST,156594,0,359,AS,Uttar Pradesh,OTH,5
3009,THANA BHAWAN,358,14,Rita Mazumder,526,IND,LOST,156594,0,358,AS,Uttar Pradesh,OTH,6
3009,THANA BHAWAN,352,8,Imdad Hussain Laskar,512,IND,LOST,156594,0,352,AS,Uttar Pradesh,OTH,7
3009,THANA BHAWAN,73,6,Sahin Ahmed Choudhury,332,SP,LOST,156594,0,73,AS,Uttar Pradesh,OTH,8
3009,THANA BHAWAN,77,5,Pradip Kumar Deb,324,SUCI(C),LOST,156594,0,77,AS,Uttar Pradesh,OTH,9
3009,THANA BHAWAN,355,11,Biju Chanda,318,IND,LOST,156594,0,355,AS,Uttar Pradesh,OTH,10
3009,THANA BHAWAN,354,10,Khairul Alam Barbhuiya,270,IND,LOST,156594,0,354,AS,Uttar Pradesh,OTH,11
3009,THANA BHAWAN,356,12,Brojalal Das,232,IND,LOST,156594,0,356,AS,Uttar Pradesh,OTH,12
3009,THANA BHAWAN,353,9,Ascham Uddin Laskar,211,IND,LOST,156594,0,353,AS,Uttar Pradesh,OTH,13
3009,THANA BHAWAN,18,4,Nilom Sanjib Sarmah,199,BGANP,LOST,156594,0,18,AS,Uttar Pradesh,OTH,14
3009,THANA BHAWAN,357,13,Monilal Das,158,IND,LOST,156594,0,357,AS,Uttar Pradesh,OTH,15
3009,THANA BHAWAN,351,7,Ashim Kumar Das,97,IND,LOST,156594,0,351,AS,Uttar Pradesh,OTH,16
3010,SHAMLI,19,1,Aminul Haque Laskar,44236,BJP,WON,122302,3,19,AS,Uttar Pradesh,BJP+,1
3010,SHAMLI,34,2,Anamul Haque,36683,INC,LOST,122302,1,34,AS,Uttar Pradesh,CONG,2
3010,SHAMLI,10,3,Karim Uddin Barbhuiya,32109,AIUDF,LOST,122302,2,10,AS,Uttar Pradesh,AUDF,3
3010,SHAMLI,352,7,Ibungobi Singha,2987,IND,LOST,122302,0,352,AS,Uttar Pradesh,OTH,4
3010,SHAMLI,351,6,Anwar Hussain Laskar,2408,IND,LOST,122302,0,351,AS,Uttar Pradesh,OTH,5
3010,SHAMLI,356,11,Sanjib Kumar Das,943,IND,LOST,122302,0,356,AS,Uttar Pradesh,OTH,6
3010,SHAMLI,357,12,Santosh Das,598,IND,LOST,122302,0,357,AS,Uttar Pradesh,OTH,7
3010,SHAMLI,355,10,Rejaul Islam Barbhuiya,579,IND,LOST,122302,0,355,AS,Uttar Pradesh,OTH,8
3010,SHAMLI,50,4,Pranesh Nath,522,LJP,LOST,122302,0,50,AS,Uttar Pradesh,OTH,9
3010,SHAMLI,73,5,Manindra Chandra Das,401,SP,LOST,122302,0,73,AS,Uttar Pradesh,OTH,10
3010,SHAMLI,353,8,Jawahar Lal Goala,401,IND,LOST,122302,0,353,AS,Uttar Pradesh,OTH,10
3010,SHAMLI,354,9,Maksus Ahmed Laskar,306,IND,LOST,122302,0,354,AS,Uttar Pradesh,OTH,12
3010,SHAMLI,999,13,Nota,129,NOTA,LOST,122302,0,999,AS,Uttar Pradesh,OTH,13
3011,BUDHANA,19,2,Parimal Suklabaidya,68694,BJP,WON,128303,3,19,AS,Uttar Pradesh,BJP+,1
3011,BUDHANA,34,1,Girindra Mallik,41857,INC,LOST,128303,1,34,AS,Uttar Pradesh,CONG,2
3011,BUDHANA,10,3,Lalta Prosad Mala,13382,AIUDF,LOST,128303,2,10,AS,Uttar Pradesh,AUDF,3
3011,BUDHANA,999,6,Nota,2110,NOTA,LOST,128303,0,999,AS,Uttar Pradesh,OTH,4
3011,BUDHANA,77,4,Gour Chandra Das,1146,SUCI(C),LOST,128303,0,77,AS,Uttar Pradesh,OTH,5
3011,BUDHANA,351,5,Nihar Ranjan Das,1114,IND,LOST,128303,0,351,AS,Uttar Pradesh,OTH,6
3012,CHARTHAWAL,19,2,Mihir Kanti Shome,54204,BJP,WON,112161,3,19,AS,Uttar Pradesh,BJP+,1
3012,CHARTHAWAL,34,1,Ajit Singh,45598,INC,LOST,112161,1,34,AS,Uttar Pradesh,CONG,2
3012,CHARTHAWAL,10,3,Liakat Ali Laskar,8715,AIUDF,LOST,112161,2,10,AS,Uttar Pradesh,AUDF,3
3012,CHARTHAWAL,999,7,Nota,1745,NOTA,LOST,112161,0,999,AS,Uttar Pradesh,OTH,4
3012,CHARTHAWAL,352,6,Sadik Hussain Barlaskar,882,IND,LOST,112161,0,352,AS,Uttar Pradesh,OTH,5
3012,CHARTHAWAL,73,4,Aparna Tewari,542,SP,LOST,112161,0,73,AS,Uttar Pradesh,OTH,6
3012,CHARTHAWAL,351,5,Moinul Hoque Laskar,475,IND,LOST,112161,0,351,AS,Uttar Pradesh,OTH,7
3013,MUZAFFAR NAGAR,34,2,Rajdeep Goala,60135,INC,WON,109338,1,34,AS,Uttar Pradesh,CONG,1
3013,MUZAFFAR NAGAR,19,1,Thoiba Singha,35768,BJP,LOST,109338,3,19,AS,Uttar Pradesh,BJP+,2
3013,MUZAFFAR NAGAR,43,4,Lalthomlien Hmar,8923,JD(U),LOST,109338,0,43,AS,Uttar Pradesh,OTH,3
3013,MUZAFFAR NAGAR,77,3,Joy Singh Chatri,1346,SUCI(C),LOST,109338,0,77,AS,Uttar Pradesh,OTH,4
3013,MUZAFFAR NAGAR,999,8,Nota,1309,NOTA,LOST,109338,0,999,AS,Uttar Pradesh,OTH,5
3013,MUZAFFAR NAGAR,353,7,Sanjay Kumar Thakur,741,IND,LOST,109338,0,353,AS,Uttar Pradesh,OTH,6
3013,MUZAFFAR NAGAR,351,5,Ajmul Hussain Laskar,660,IND,LOST,109338,0,351,AS,Uttar Pradesh,OTH,7
3013,MUZAFFAR NAGAR,352,6,Ujjal Dhubi,456,IND,LOST,109338,0,352,AS,Uttar Pradesh,OTH,8
3014,KHATAULI,19,1,Kishor Nath,36482,BJP,WON,104534,3,19,AS,Uttar Pradesh,BJP+,1
3014,KHATAULI,354,8,Misbahul Islam Laskar,36440,IND,LOST,104534,0,354,AS,Uttar Pradesh,OTH,2
3014,KHATAULI,34,4,Dr. Rumi Nath,21946,INC,LOST,104534,1,34,AS,Uttar Pradesh,CONG,3
3014,KHATAULI,10,3,Jahurul Islam Barbhuiya,4051,AIUDF,LOST,104534,2,10,AS,Uttar Pradesh,AUDF,4
3014,KHATAULI,23,2,Chunilal Bhattacharjee,2438,CPI(M),LOST,104534,0,23,AS,Uttar Pradesh,OTH,5
3014,KHATAULI,999,9,Nota,1621,NOTA,LOST,104534,0,999,AS,Uttar Pradesh,OTH,6
3014,KHATAULI,353,7,Badrul Islam Mazumder,619,IND,LOST,104534,0,353,AS,Uttar Pradesh,OTH,7
3014,KHATAULI,351,5,Anam Uddin Mazumder,473,IND,LOST,104534,0,351,AS,Uttar Pradesh,OTH,8
3014,KHATAULI,352,6,Nazmul Hoque Laskar,464,IND,LOST,104534,0,352,AS,Uttar Pradesh,OTH,9
3015,SARDHANA,19,1,Amar Chand Jain,59764,BJP,WON,135712,3,19,AS,Uttar Pradesh,BJP+,1
3015,SARDHANA,10,3,Khalil Uddin Mazumder,50956,AIUDF,LOST,135712,2,10,AS,Uttar Pradesh,AUDF,2
3015,SARDHANA,34,2,Ataur Rahman Mazarbhuiya,16418,INC,LOST,135712,1,34,AS,Uttar Pradesh,CONG,3
3015,SARDHANA,353,9,Trayabashi Das,1949,IND,LOST,135712,0,353,AS,Uttar Pradesh,OTH,4
3015,SARDHANA,22,4,Moinul Hoque,1372,CPI,LOST,135712,0,22,AS,Uttar Pradesh,OTH,5
3015,SARDHANA,357,13,Samujjal Das,906,IND,LOST,135712,0,357,AS,Uttar Pradesh,OTH,6
3015,SARDHANA,999,15,Nota,906,NOTA,LOST,135712,0,999,AS,Uttar Pradesh,OTH,6
3015,SARDHANA,358,14,Hanif Alom Mazarbhuiya,826,IND,LOST,135712,0,358,AS,Uttar Pradesh,OTH,8
3015,SARDHANA,73,5,Ala Uddin Choudhury,552,SP,LOST,135712,0,73,AS,Uttar Pradesh,OTH,9
3015,SARDHANA,352,8,Saleh Ahmed Talukdar,541,IND,LOST,135712,0,352,AS,Uttar Pradesh,OTH,10
3015,SARDHANA,351,7,Arun Karmakar,425,IND,LOST,135712,0,351,AS,Uttar Pradesh,OTH,11
3015,SARDHANA,356,12,Rafique Uzzaman Laskar,356,IND,LOST,135712,0,356,AS,Uttar Pradesh,OTH,12
3015,SARDHANA,355,11,Mahendra Sinha,284,IND,LOST,135712,0,355,AS,Uttar Pradesh,OTH,13
3015,SARDHANA,40,6,Sujata Sinha,273,JNCP,LOST,135712,0,40,AS,Uttar Pradesh,OTH,14
3015,SARDHANA,354,10,Dipak Lal Das,184,IND,LOST,135712,0,354,AS,Uttar Pradesh,OTH,15
3016,PURQAZI,19,1,Bir Bhadra Hagjer,52037,BJP,WON,102496,3,19,AS,Uttar Pradesh,BJP+,1
3016,PURQAZI,34,3,Nirmal Langthasa,43731,INC,LOST,102496,1,34,AS,Uttar Pradesh,CONG,2
3016,PURQAZI,351,4,Mayasing Daulagupu,2893,IND,LOST,102496,0,351,AS,Uttar Pradesh,OTH,3
3016,PURQAZI,10,2,Neikhol Haolai Changsan,2723,AIUDF,LOST,102496,2,10,AS,Uttar Pradesh,AUDF,4
3016,PURQAZI,999,5,Nota,1111,NOTA,LOST,102496,0,999,AS,Uttar Pradesh,OTH,5
3017,MEERAPUR,19,2,Numal Momin,40170,BJP,WON,107156,3,19,AS,Uttar Pradesh,BJP+,1
3017,MEERAPUR,34,1,Klengdoon Engti,35426,INC,LOST,107156,1,34,AS,Uttar Pradesh,CONG,2
3017,MEERAPUR,351,5,Jagat Sing Engti,25388,IND,LOST,107156,0,351,AS,Uttar Pradesh,OTH,3
3017,MEERAPUR,999,7,Nota,2144,NOTA,LOST,107156,0,999,AS,Uttar Pradesh,OTH,4
3017,MEERAPUR,55,3,Daniel Momin,1628,NPEP,LOST,107156,0,55,AS,Uttar Pradesh,OTH,5
3017,MEERAPUR,352,6,Sanjay Kemprai,1441,IND,LOST,107156,0,352,AS,Uttar Pradesh,OTH,6
3017,MEERAPUR,40,4,Bikha Tokbi,959,JNCP,LOST,107156,0,40,AS,Uttar Pradesh,OTH,7
3018,BIJNOR,19,2,Joy Ram Engleng,43378,BJP,WON,98170,3,19,AS,Uttar Pradesh,BJP+,1
